% Iron Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
-0.21302656402994188,0.27599592791620947,0.5688262540530034,0.22775946057765178,1.0198240126321463,-0.17049860083861265,-1.0398390093033325,-0.965737624168419,-1.6946654792745337,1.8081416834766437,-1.406895564708994,-1.422217888794704,-0.4413101597731643,-0.2681423904627463,-0.5987368358874207,0.13323818514169414,0.2651186450101034,0.5532328972531332,0.8012815253991977,1.8007865261389506,1.11
-0.21302656402994188,0.4358719295152752,0.9420039256781951,0.15786895144155605,0.8302274575212442,0.3598476147716846,-1.0368655176377197,-0.7965976081912242,-1.6946654792745337,1.8081416834766437,-1.3953683403597295,-1.4469900744835762,-0.4882698579035419,-0.642798522742947,-0.4991850079532154,0.12336702992175265,0.4541822201167345,0.1660733013672195,0.13346067855314853,1.7204314062932948,1.27
-0.21302656402994188,-0.1143262136644633,1.1472714926021568,1.213588941819319,0.47340101909578225,0.6365562968972195,-1.0732570008634625,-0.8437542337045965,-1.6946654792745337,1.8081416834766437,-1.3530455107841328,-1.4408837654062074,-0.46688778612650356,-0.3349399821742624,-0.5179021632152747,0.13606798999757844,0.1478555901337895,-0.0997801317568688,-0.1587671100314968,1.5240077800039225,1.36
-0.21302656402994188,-0.39399785026626244,1.2539409405191315,0.06682463835328156,0.20018952232759785,1.1380273013155995,-1.051361289507584,-1.0313410093065107,-1.6946654792745337,1.8081416834766437,-1.332593983712857,-1.321186229514597,0.29057763707884104,0.19390143903447143,0.1356068799544458,1.549146520278856,1.3929543491194265,1.0898407985964405,1.0952239188211663,1.4168676202097148,1.34
-0.21302656402994188,0.3935445861294131,1.5217943857123462,0.23688463090996362,-0.05117545780229301,1.2935761776861168,-1.070655195656051,-0.8898375932034394,-1.6946654792745337,1.8081416834766437,-1.4187608308280313,-1.3684754299262678,0.2966878901981449,0.0840461662545569,0.051522839879992885,1.2935355535309052,1.4191850273835733,1.6014999918763007,2.0582405943495714,1.6132912464990872,1.15
-0.2617506826919797,0.501823646216713,1.4989035676561497,0.3401649678529195,0.7870545794027106,1.2403239037794187,-0.9949325272169699,-0.8058209880035838,-1.6946654792745337,1.8081416834766437,-1.4202482146150335,-1.4080970490532876,0.14396970362079622,0.17722143645842522,0.12625829013305437,1.422159027371034,1.3969127969301978,1.6921580528215192,1.6302279275098601,0.6401014617017468,2.76
-0.2617506826919797,0.4160225427156369,1.2229787935529473,-0.07751896508506873,1.1529837330941302,1.230602099006262,-1.0060493312850012,-0.810986080698505,-1.6946654792745337,1.8081416834766437,-1.4332628227512991,-1.3753450276383083,0.256029152213266,0.19918473287367527,0.1564214752405352,1.535959187493425,1.633656591299704,1.085804652047509,1.0511644869324281,0.7561699681454633,2.65
-0.2617506826919797,0.4526423685275107,1.1277547546640707,-0.2522452379253139,0.8770414217461562,1.182283278268032,-1.043927560343551,-0.8636767340992927,-1.6946654792745337,1.8081416834766437,-1.3883032673714708,-1.4317243017901535,0.18654314014867768,0.19279978305037954,0.19132554065629997,1.256549119750476,1.4109581328370915,1.977793039361247,1.8487277080895979,1.4615093534573098,1.73
-0.2617506826919797,0.251765591472262,1.1933618680717608,0.4799459861251168,0.4639341952191864,1.14847461390765,-0.9815518147217112,-0.7306588274235936,-1.6946654792745337,1.8081416834766437,-1.3719758498914287,-1.4378306108675223,0.1924550579607377,0.15657702396779336,0.04110888369718951,1.4796173306557532,1.4337192077490266,1.5791459494514528,1.2197870040374754,1.3186558070650285,1.81
-0.2617506826919797,0.6168993197708855,1.0843437957588473,0.41306263539398047,1.2726194194466887,1.2935761776861168,-1.0372372040959212,-0.8677350212167311,-1.6946654792745337,1.8081416834766437,-1.426941441656541,-1.4813033681058378,0.2764500605782793,0.43516409955070007,0.1489106423925794,1.270233879170731,1.7331543231698445,1.6083303937283375,1.7228284135862717,0.4526061820618832,2.83
-0.2617506826919797,1.199066112317698,0.8434058066712083,0.00605929954949769,0.7730103901352365,1.34726375628415,-0.914006248363067,-0.9797236219202514,-1.6946654792745337,1.8081416834766437,-1.406895564708994,-1.42603433196806,0.15027066376629541,0.2202791175268237,0.20026130101264417,1.4077336549611543,1.4208542523640189,1.162801909288654,1.3235619837088561,0.4526061820618832,2.83
-0.2617506826919797,1.832404034448231,0.7400994124667282,0.701749842270681,1.0619565804345732,1.4386777414645837,-1.0034813157556082,-0.832719717492719,-1.6946654792745337,1.8081416834766437,-1.428428825443543,-1.389431172441785,0.14396970362079622,0.23608245020003626,0.03718700377924073,1.3662924893177504,1.8254266954817713,1.2586825664551526,1.4135964749597565,1.5150794333544009,1.5
-0.2617506826919797,1.0766288056229008,0.5318106104043284,0.07740154032937095,1.7030478127368773,1.405449483359313,-0.9800650688889042,-0.9089886836501929,-1.6946654792745337,1.8081416834766437,-1.4388405119525556,-1.491191425418623,0.14473253172557837,0.22268414115406804,0.2832733161859257,1.3595606488598058,1.8658219400085587,1.2037843204008747,1.4850422848018814,1.0865187941775953,1.94
-0.2617506826919797,1.4375289807138456,0.2942467014347985,-0.5225784090199806,1.4289260444420995,1.4386777414645837,-1.0617347206592112,-0.8293993007602699,-1.6946654792745337,1.8081416834766437,-1.406895564708994,-1.4004988576445159,0.3425033461713493,0.07262618309551507,0.15646142647908798,1.61995796522728,1.7396762236291579,1.1370104893083972,1.6784970098957508,2.28291724521286,1.09
-0.059058349057902464,2.0865482459637295,0.2579036685286229,-1.178761112006969,1.1992775421609887,1.5588218362731552,-0.939990510759163,-0.7070805146669074,-1.6946654792745337,1.8081416834766437,-1.4291725173370438,-1.4203096672080258,0.22567622192399228,0.19832357925230737,0.1356068799544458,1.5059256726753052,1.6490611532621025,1.7480431588836394,1.3757096204853831,2.0150668457273535,1.51
